LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Baltimore City,07,41,028-003,GREEN,0,0,0,0,0
Baltimore City,07,41,028-003,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-003,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-003,REPUBLICAN,4,1,0,0,14
Baltimore City,07,41,028-003,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,028-004,DEMOCRAT,183,70,5,7,543
Baltimore City,07,41,028-004,GREEN,0,0,0,0,0
Baltimore City,07,41,028-004,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-004,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-004,REPUBLICAN,6,1,0,0,24
Baltimore City,07,41,028-004,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,028-005,DEMOCRAT,398,233,13,4,1450
Baltimore City,07,41,028-005,GREEN,0,0,0,0,0
Baltimore City,07,41,028-005,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-005,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-005,REPUBLICAN,13,1,0,1,40
Baltimore City,07,41,028-005,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,41,028-006,DEMOCRAT,566,303,15,25,2005
Baltimore City,07,41,028-006,GREEN,0,0,0,1,0
Baltimore City,07,41,028-006,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-006,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-006,REPUBLICAN,12,5,0,0,59
Baltimore City,07,41,028-006,UNAFFILIATED,0,0,0,7,0
Baltimore City,07,41,028-007,DEMOCRAT,337,96,10,18,930
Baltimore City,07,41,028-007,GREEN,0,0,0,0,0
Baltimore City,07,41,028-007,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-007,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-007,REPUBLICAN,5,1,0,0,46
Baltimore City,07,41,028-007,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,41,028-008,DEMOCRAT,329,177,28,5,1254
Baltimore City,07,41,028-008,GREEN,0,0,0,0,0
Baltimore City,07,41,028-008,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-008,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-008,REPUBLICAN,3,1,0,2,37
Baltimore City,07,41,028-008,UNAFFILIATED,0,0,0,6,0
Baltimore City,07,41,028-009,DEMOCRAT,469,129,17,22,1545
Baltimore City,07,41,028-009,GREEN,0,0,0,1,0
Baltimore City,07,41,028-009,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-009,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-009,REPUBLICAN,19,2,0,1,83
Baltimore City,07,41,028-009,UNAFFILIATED,0,0,0,13,0
Baltimore City,07,41,028-010,DEMOCRAT,470,378,14,3,1688
Baltimore City,07,41,028-010,GREEN,0,0,0,0,0
Baltimore City,07,41,028-010,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-010,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-010,REPUBLICAN,11,4,1,0,73
Baltimore City,07,41,028-010,UNAFFILIATED,0,0,0,11,0
Baltimore City,07,41,028-011,DEMOCRAT,461,351,44,6,1696
Baltimore City,07,41,028-011,GREEN,0,0,0,0,0
Baltimore City,07,41,028-011,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-011,OTHER PARTIES,0,0,0,3,0
Baltimore City,07,41,028-011,REPUBLICAN,19,10,0,0,75
Baltimore City,07,41,028-011,UNAFFILIATED,0,0,0,12,0
Baltimore City,07,41,028-012,DEMOCRAT,286,199,6,15,929
Baltimore City,07,41,028-012,GREEN,0,0,0,0,0
Baltimore City,07,41,028-012,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-012,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-012,REPUBLICAN,30,6,1,0,102
Baltimore City,07,41,028-012,UNAFFILIATED,0,0,0,7,0
Baltimore City,07,44A,028-013,DEMOCRAT,271,180,46,53,1121
Baltimore City,07,44A,028-013,GREEN,0,0,0,1,0
Baltimore City,07,44A,028-013,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,44A,028-013,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,44A,028-013,REPUBLICAN,5,3,4,1,38
Baltimore City,07,44A,028-013,UNAFFILIATED,0,0,0,10,0
Baltimore City,07,44A,028-014,DEMOCRAT,153,45,3,4,469
Baltimore City,07,44A,028-014,GREEN,0,0,0,0,0
Baltimore City,07,44A,028-014,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,44A,028-014,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,44A,028-014,REPUBLICAN,6,0,0,0,23
Baltimore City,07,44A,028-014,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,44A,028-015,DEMOCRAT,439,168,38,34,1352
Baltimore City,07,44A,028-015,GREEN,0,0,0,0,0
Baltimore City,07,44A,028-015,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,44A,028-015,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,44A,028-015,REPUBLICAN,50,13,3,3,172
Baltimore City,07,44A,028-015,UNAFFILIATED,0,0,0,2,0
Baltimore City,,,Unable to Determine,DEMOCRAT,0,0,0,394,
Baltimore City,,,Unable to Determine,GREEN,0,0,0,7,
Baltimore City,,,Unable to Determine,LIBERTARIAN,0,0,0,1,
Baltimore City,,,Unable to Determine,OTHER PARTIES,0,0,0,4,
Baltimore City,,,Unable to Determine,REPUBLICAN,0,0,0,39,
Baltimore City,,,Unable to Determine,UNAFFILIATED,0,0,0,174,
Baltimore County,07,44B,001-001,DEMOCRAT,882,394,23,27,3195
Baltimore County,07,44B,001-001,GREEN,0,0,0,0,0
Baltimore County,07,44B,001-001,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-001,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44B,001-001,REPUBLICAN,55,26,1,0,244
Baltimore County,07,44B,001-001,UNAFFILIATED,0,0,0,30,0
Baltimore County,07,10,001-002,DEMOCRAT,407,126,18,15,1373
Baltimore County,07,10,001-002,GREEN,0,0,0,0,0
Baltimore County,07,10,001-002,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,001-002,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,10,001-002,REPUBLICAN,37,15,2,1,158
Baltimore County,07,10,001-002,UNAFFILIATED,0,0,0,11,0
Baltimore County,07,44B,001-003,DEMOCRAT,755,327,34,12,2048
Baltimore County,07,44B,001-003,GREEN,0,0,0,1,0
Baltimore County,07,44B,001-003,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-003,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-003,REPUBLICAN,156,37,11,6,524
Baltimore County,07,44B,001-003,UNAFFILIATED,0,0,0,21,0
Baltimore County,07,44B,001-004,DEMOCRAT,856,315,49,17,2625
Baltimore County,07,44B,001-004,GREEN,0,0,0,1,0
Baltimore County,07,44B,001-004,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-004,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44B,001-004,REPUBLICAN,167,42,8,3,533
Baltimore County,07,44B,001-004,UNAFFILIATED,0,0,0,10,0
Baltimore County,07,44B,001-005,DEMOCRAT,892,245,16,30,2738
Baltimore County,07,44B,001-005,GREEN,0,0,0,0,0
Baltimore County,07,44B,001-005,LIBERTARIAN,0,0,0,1,0
Baltimore County,07,44B,001-005,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44B,001-005,REPUBLICAN,123,38,4,2,460
Baltimore County,07,44B,001-005,UNAFFILIATED,0,0,0,19,0
Baltimore County,07,44B,001-006,DEMOCRAT,1075,238,16,14,3177
Baltimore County,07,44B,001-006,GREEN,0,0,0,0,0
Baltimore County,07,44B,001-006,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-006,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-006,REPUBLICAN,58,15,3,1,200
Baltimore County,07,44B,001-006,UNAFFILIATED,0,0,0,3,0
Baltimore County,07,44B,001-007,DEMOCRAT,428,62,14,9,1136
Baltimore County,07,44B,001-007,GREEN,0,0,0,0,0
Baltimore County,07,44B,001-007,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-007,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-007,REPUBLICAN,144,19,7,2,356
Baltimore County,07,44B,001-007,UNAFFILIATED,0,0,0,20,0
Baltimore County,07,44B,001-008,DEMOCRAT,735,184,36,15,1959
Baltimore County,07,44B,001-008,GREEN,0,0,0,2,0
Baltimore County,07,44B,001-008,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-008,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44B,001-008,REPUBLICAN,326,62,15,8,971
Baltimore County,07,44B,001-008,UNAFFILIATED,0,0,0,18,0
Baltimore County,07,12,001-009,DEMOCRAT,454,156,30,9,1440
Baltimore County,07,12,001-009,GREEN,0,0,0,0,0
Baltimore County,07,12,001-009,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,12,001-009,OTHER PARTIES,0,0,0,2,0
Baltimore County,07,12,001-009,REPUBLICAN,168,35,6,6,472
Baltimore County,07,12,001-009,UNAFFILIATED,0,0,0,24,0
Baltimore County,07,12,001-010,DEMOCRAT,624,195,33,17,1569
Baltimore County,07,12,001-010,GREEN,0,0,0,0,0
Baltimore County,07,12,001-010,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,12,001-010,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,12,001-010,REPUBLICAN,305,58,11,8,775
Baltimore County,07,12,001-010,UNAFFILIATED,0,0,0,8,0
Baltimore County,07,44B,001-011,DEMOCRAT,559,94,20,4,1212
Baltimore County,07,44B,001-011,GREEN,0,0,0,1,0
Baltimore County,07,44B,001-011,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-011,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44B,001-011,REPUBLICAN,413,34,6,2,893
Baltimore County,07,44B,001-011,UNAFFILIATED,0,0,0,36,0
Baltimore County,07,44B,001-012,DEMOCRAT,679,132,39,11,1511
Baltimore County,07,44B,001-012,GREEN,0,0,0,3,0
Baltimore County,07,44B,001-012,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-012,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-012,REPUBLICAN,485,93,19,3,1146
Baltimore County,07,44B,001-012,UNAFFILIATED,0,0,0,14,0
Baltimore County,07,12,001-013,DEMOCRAT,665,196,33,9,1378
Baltimore County,07,12,001-013,GREEN,0,0,0,0,0
Baltimore County,07,12,001-013,LIBERTARIAN,0,0,0,1,0
Baltimore County,07,12,001-013,OTHER PARTIES,0,0,0,2,0
Baltimore County,07,12,001-013,REPUBLICAN,367,66,9,6,900
Baltimore County,07,12,001-013,UNAFFILIATED,0,0,0,13,0
Baltimore County,07,12,001-014,DEMOCRAT,411,220,48,46,1186
Baltimore County,07,12,001-014,GREEN,0,0,0,1,0
Baltimore County,07,12,001-014,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,12,001-014,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,12,001-014,REPUBLICAN,363,92,14,11,984
Baltimore County,07,12,001-014,UNAFFILIATED,0,0,0,11,0
Baltimore County,07,44B,001-015,DEMOCRAT,523,167,47,11,1654
Baltimore County,07,44B,001-015,GREEN,0,0,0,0,0
Baltimore County,07,44B,001-015,LIBERTARIAN,0,0,0,1,0
Baltimore County,07,44B,001-015,OTHER PARTIES,0,0,0,2,0
Baltimore County,07,44B,001-015,REPUBLICAN,289,54,11,3,848
Baltimore County,07,44B,001-015,UNAFFILIATED,0,0,0,14,0
Baltimore County,07,12,001-016,DEMOCRAT,531,87,107,17,1249
Baltimore County,07,12,001-016,GREEN,0,0,0,0,0
Baltimore County,07,12,001-016,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,12,001-016,OTHER PARTIES,0,0,0,2,0
Baltimore County,07,12,001-016,REPUBLICAN,400,27,47,7,833
Baltimore County,07,12,001-016,UNAFFILIATED,0,0,0,9,0
Baltimore County,07,44B,001-017,DEMOCRAT,912,228,21,30,2970
Baltimore County,07,44B,001-017,GREEN,0,0,0,1,0
Baltimore County,07,44B,001-017,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-017,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-017,REPUBLICAN,70,11,3,3,253
Baltimore County,07,44B,001-017,UNAFFILIATED,0,0,0,31,0
Baltimore County,07,44B,002-001,DEMOCRAT,486,209,14,18,1482
Baltimore County,07,44B,002-001,GREEN,0,0,0,0,0
Baltimore County,07,44B,002-001,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-001,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-001,REPUBLICAN,5,3,1,2,65
Baltimore County,07,44B,002-001,UNAFFILIATED,0,0,0,10,0
Baltimore County,07,44B,002-002,DEMOCRAT,733,455,16,11,2825
Baltimore County,07,44B,002-002,GREEN,0,0,0,0,0
Baltimore County,07,44B,002-002,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-002,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-002,REPUBLICAN,20,6,2,0,110
Baltimore County,07,44B,002-002,UNAFFILIATED,0,0,0,12,0
Baltimore County,07,10,002-003,DEMOCRAT,106,45,4,5,354
Baltimore County,07,10,002-003,GREEN,0,0,0,0,0
Baltimore County,07,10,002-003,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-003,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-003,REPUBLICAN,7,0,0,0,35
Baltimore County,07,10,002-003,UNAFFILIATED,0,0,0,1,0
Baltimore County,07,44B,002-004,DEMOCRAT,705,343,19,17,2445
Baltimore County,07,44B,002-004,GREEN,0,0,0,0,0
Baltimore County,07,44B,002-004,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-004,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-004,REPUBLICAN,18,4,2,1,77
Baltimore County,07,44B,002-004,UNAFFILIATED,0,0,0,8,0
Baltimore County,07,10,002-005,DEMOCRAT,615,338,13,10,2196
Baltimore County,07,10,002-005,GREEN,0,0,0,0,0
Baltimore County,07,10,002-005,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-005,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-005,REPUBLICAN,23,3,0,0,55
Baltimore County,07,10,002-005,UNAFFILIATED,0,0,0,10,0
Baltimore County,07,10,002-006,DEMOCRAT,723,446,25,12,2740
Baltimore County,07,10,002-006,GREEN,0,0,0,0,0
Baltimore County,07,10,002-006,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-006,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,10,002-006,REPUBLICAN,25,14,2,1,137
Baltimore County,07,10,002-006,UNAFFILIATED,0,0,0,24,0
Baltimore County,02,10,002-007,DEMOCRAT,539,227,27,4,1970
Baltimore County,02,10,002-007,GREEN,0,0,0,2,0
Baltimore County,02,10,002-007,LIBERTARIAN,0,0,0,1,0
Baltimore County,02,10,002-007,OTHER PARTIES,0,0,0,2,0
Baltimore County,02,10,002-007,REPUBLICAN,12,3,1,1,71
Baltimore County,02,10,002-007,UNAFFILIATED,0,0,0,24,0
Baltimore County,02,11,002-008,DEMOCRAT,768,423,20,19,2403
Baltimore County,02,11,002-008,GREEN,0,0,0,0,0
Baltimore County,02,11,002-008,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11,002-008,OTHER PARTIES,0,0,0,2,0
Baltimore County,02,11,002-008,REPUBLICAN,36,15,0,1,134
Baltimore County,02,11,002-008,UNAFFILIATED,0,0,0,16,0
Baltimore County,07,10,002-009,DEMOCRAT,490,209,15,35,1686
Baltimore County,07,10,002-009,GREEN,0,0,0,0,0
Baltimore County,07,10,002-009,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-009,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,10,002-009,REPUBLICAN,19,7,1,2,78
Baltimore County,07,10,002-009,UNAFFILIATED,0,0,0,18,0
Baltimore County,02,10,002-010,DEMOCRAT,937,652,19,36,3626
Baltimore County,02,10,002-010,GREEN,0,0,0,0,0
Baltimore County,02,10,002-010,LIBERTARIAN,0,0,0,3,0
Baltimore County,02,10,002-010,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-010,REPUBLICAN,39,23,4,0,174
Baltimore County,02,10,002-010,UNAFFILIATED,0,0,0,15,0
Baltimore County,07,10,002-011,DEMOCRAT,798,312,21,35,3319
Baltimore County,07,10,002-011,GREEN,0,0,0,0,0
Baltimore County,07,10,002-011,LIBERTARIAN,0,0,0,2,0
Baltimore County,07,10,002-011,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-011,REPUBLICAN,60,27,6,6,262
Baltimore County,07,10,002-011,UNAFFILIATED,0,0,0,25,0
Baltimore County,02,10,002-012,DEMOCRAT,855,621,19,27,3696
Baltimore County,02,10,002-012,GREEN,0,0,0,0,0
Baltimore County,02,10,002-012,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-012,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-012,REPUBLICAN,75,34,9,1,310
Baltimore County,02,10,002-012,UNAFFILIATED,0,0,0,4,0
Baltimore County,02,10,002-013,DEMOCRAT,819,443,38,32,2896
Baltimore County,02,10,002-013,GREEN,0,0,0,0,0
Baltimore County,02,10,002-013,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-013,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-013,REPUBLICAN,47,20,4,2,194
Baltimore County,02,10,002-013,UNAFFILIATED,0,0,0,22,0
Baltimore County,02,10,002-014,DEMOCRAT,870,589,31,7,3401
Baltimore County,02,10,002-014,GREEN,0,0,0,0,0
Baltimore County,02,10,002-014,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-014,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-014,REPUBLICAN,16,23,2,0,158
Baltimore County,02,10,002-014,UNAFFILIATED,0,0,0,7,0
Baltimore County,02,11,002-015,DEMOCRAT,849,439,47,11,3025
Baltimore County,02,11,002-015,GREEN,0,0,0,0,0
Baltimore County,02,11,002-015,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11,002-015,OTHER PARTIES,0,0,0,2,0
Baltimore County,02,11,002-015,REPUBLICAN,67,7,7,0,269
Baltimore County,02,11,002-015,UNAFFILIATED,0,0,0,12,0
Baltimore County,02,10,002-016,DEMOCRAT,342,259,5,25,1275
Baltimore County,02,10,002-016,GREEN,0,0,0,0,0
Baltimore County,02,10,002-016,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-016,OTHER PARTIES,0,0,0,2,0
Baltimore County,02,10,002-016,REPUBLICAN,26,12,1,3,93
Baltimore County,02,10,002-016,UNAFFILIATED,0,0,0,13,0
Baltimore County,02,10,002-017,DEMOCRAT,650,429,26,8,2572
Baltimore County,02,10,002-017,GREEN,0,0,0,0,0
Baltimore County,02,10,002-017,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-017,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-017,REPUBLICAN,27,19,1,0,115
Baltimore County,02,10,002-017,UNAFFILIATED,0,0,0,5,0
Baltimore County,07,10,002-018,DEMOCRAT,352,220,11,3,1059
Baltimore County,07,10,002-018,GREEN,0,0,0,0,0
Baltimore County,07,10,002-018,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-018,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-018,REPUBLICAN,45,12,0,0,140
Baltimore County,07,10,002-018,UNAFFILIATED,0,0,0,0,0
Baltimore County,07,10,002-019,DEMOCRAT,192,39,5,10,542
Baltimore County,07,10,002-019,GREEN,0,0,0,0,0
Baltimore County,07,10,002-019,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-019,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-019,REPUBLICAN,161,12,3,3,381
Baltimore County,07,10,002-019,UNAFFILIATED,0,0,0,6,0
Baltimore County,02,10,002-020,DEMOCRAT,229,80,6,12,611
Baltimore County,02,10,002-020,GREEN,0,0,0,0,0
Baltimore County,02,10,002-020,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-020,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-020,REPUBLICAN,24,9,2,0,80
Baltimore County,02,10,002-020,UNAFFILIATED,0,0,0,3,0
Baltimore County,07,10,002-021,DEMOCRAT,193,44,3,5,462
Baltimore County,07,10,002-021,GREEN,0,0,0,0,0
Baltimore County,07,10,002-021,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-021,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-021,REPUBLICAN,162,19,4,1,374
Baltimore County,07,10,002-021,UNAFFILIATED,0,0,0,6,0
Baltimore County,07,10,002-022,DEMOCRAT,14,1,0,1,29
Baltimore County,07,10,002-022,GREEN,0,0,0,0,0
Baltimore County,07,10,002-022,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-022,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-022,REPUBLICAN,2,1,1,0,6
Baltimore County,07,10,002-022,UNAFFILIATED,0,0,0,1,0
Baltimore County,07,10,002-023,DEMOCRAT,126,67,6,2,419
Baltimore County,07,10,002-023,GREEN,0,0,0,0,0
Baltimore County,07,10,002-023,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-023,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-023,REPUBLICAN,11,6,2,1,64
Baltimore County,07,10,002-023,UNAFFILIATED,0,0,0,2,0
Baltimore County,02,10,002-024,DEMOCRAT,584,396,14,10,2231
Baltimore County,02,10,002-024,GREEN,0,0,0,0,0
Baltimore County,02,10,002-024,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-024,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-024,REPUBLICAN,36,12,2,1,144
Baltimore County,02,10,002-024,UNAFFILIATED,0,0,0,2,0
Baltimore County,02,11,002-025,DEMOCRAT,270,91,8,10,536
Baltimore County,02,11,002-025,GREEN,0,0,0,0,0
Baltimore County,02,11,002-025,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11,002-025,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,11,002-025,REPUBLICAN,44,12,3,1,97
Baltimore County,02,11,002-025,UNAFFILIATED,0,0,0,1,0
Baltimore County,02,10,002-026,DEMOCRAT,485,207,22,11,1429
Baltimore County,02,10,002-026,GREEN,0,0,0,0,0
Baltimore County,02,10,002-026,LIBERTARIAN,0,0,0,1,0
Baltimore County,02,10,002-026,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-026,REPUBLICAN,97,18,11,4,309
Baltimore County,02,10,002-026,UNAFFILIATED,0,0,0,30,0
Baltimore County,02,10,002-027,DEMOCRAT,577,230,12,21,1658
Baltimore County,02,10,002-027,GREEN,0,0,0,1,0
Baltimore County,02,10,002-027,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-027,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-027,REPUBLICAN,46,14,4,0,158
Baltimore County,02,10,002-027,UNAFFILIATED,0,0,0,18,0
Baltimore County,02,10,002-028,DEMOCRAT,58,35,2,4,241
Baltimore County,02,10,002-028,GREEN,0,0,0,0,0
Baltimore County,02,10,002-028,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-028,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-028,REPUBLICAN,1,3,1,1,17
Baltimore County,02,10,002-028,UNAFFILIATED,0,0,0,2,0
Baltimore County,02,11,002-029,DEMOCRAT,589,273,20,21,2062
Baltimore County,02,11,002-029,GREEN,0,0,0,1,0
Baltimore County,02,11,002-029,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11,002-029,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,11,002-029,REPUBLICAN,54,22,10,4,233
Baltimore County,02,11,002-029,UNAFFILIATED,0,0,0,16,0
Baltimore County,07,44B,002-030,DEMOCRAT,80,56,2,2,241
Baltimore County,07,44B,002-030,GREEN,0,0,0,0,0
Baltimore County,07,44B,002-030,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-030,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-030,REPUBLICAN,29,16,4,0,118
Baltimore County,07,44B,002-030,UNAFFILIATED,0,0,0,2,0
Baltimore County,07,44B,002-031,DEMOCRAT,550,226,7,14,1783
Baltimore County,07,44B,002-031,GREEN,0,0,0,0,0
Baltimore County,07,44B,002-031,LIBERTARIAN,0,0,0,1,0
Baltimore County,07,44B,002-031,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-031,REPUBLICAN,33,14,2,0,138
Baltimore County,07,44B,002-031,UNAFFILIATED,0,0,0,3,0
Baltimore County,07,44B,003-001,DEMOCRAT,931,540,34,20,3185
Baltimore County,07,44B,003-001,GREEN,0,0,0,0,0
Baltimore County,07,44B,003-001,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,003-001,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,003-001,REPUBLICAN,50,20,11,4,227
Baltimore County,07,44B,003-001,UNAFFILIATED,0,0,0,2,0
Baltimore County,03,11,003-002,DEMOCRAT,660,137,61,12,1926
Baltimore County,03,11,003-002,GREEN,0,0,0,0,0
Baltimore County,03,11,003-002,LIBERTARIAN,0,0,0,0,0
Baltimore County,03,11,003-002,OTHER PARTIES,0,0,0,1,0
Baltimore County,03,11,003-002,REPUBLICAN,64,12,10,2,197
Baltimore County,03,11,003-002,UNAFFILIATED,0,0,0,13,0
Baltimore County,07,44B,003-003,DEMOCRAT,771,271,17,19,2145
Baltimore County,07,44B,003-003,GREEN,0,0,0,0,0
Baltimore County,07,44B,003-003,LIBERTARIAN,0,0,0,1,0
Baltimore County,07,44B,003-003,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44B,003-003,REPUBLICAN,31,7,1,1,126
Baltimore County,07,44B,003-003,UNAFFILIATED,0,0,0,12,0
Baltimore County,02,11,003-004,DEMOCRAT,481,108,16,12,1269
Baltimore County,02,11,003-004,GREEN,0,0,0,0,0
Baltimore County,02,11,003-004,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11,003-004,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,11,003-004,REPUBLICAN,77,11,5,0,228
Baltimore County,02,11,003-004,UNAFFILIATED,0,0,0,17,0
Baltimore County,03,11,003-005,DEMOCRAT,693,280,97,18,2218
Baltimore County,03,11,003-005,GREEN,0,0,0,1,0
Baltimore County,03,11,003-005,LIBERTARIAN,0,0,0,0,0
Baltimore County,03,11,003-005,OTHER PARTIES,0,0,0,1,0
Baltimore County,03,11,003-005,REPUBLICAN,121,20,19,2,400
Baltimore County,03,11,003-005,UNAFFILIATED,0,0,0,16,0
Baltimore County,03,11,003-006,DEMOCRAT,725,227,68,16,1781
Baltimore County,03,11,003-006,GREEN,0,0,0,0,0
Baltimore County,03,11,003-006,LIBERTARIAN,0,0,0,0,0
Baltimore County,03,11,003-006,OTHER PARTIES,0,0,0,0,0
